"ID do pedido","Status do pedido","Cancelar Motivo","Status da Devolução / Reembolso","Número de rastreamento","Data de criação do pedido","Nº de referência do SKU principal","Nome do Produto","Número de referência SKU","Nome da variação","Preço acordado","Quantidade","Valor Total","Taxa de comissão","Taxa de serviço","Total global","Valor estimado do frete","Nome de usuário (comprador)"
"240108CD34RK1F","Concluído","","","BR246490293593MSPXLM1170551","2024-01-08 12:19","#F261","Suplemento Alimentar Vitaxon Vitamina C + Zinco Quelato 500mg 30cp","#F261","","18.99","1","143.98","17.16","17.44","130.85","7.99","moraiscarla09"
"240108CD34RK1F","Concluído","","","BR246490293593MSPXLM1170551","2024-01-08 12:19","#F720","Colágeno Tipo II Cartliv Multi +HA e + MSM Suplemento Alimentar C/60 Cápsulas","#F720","","124.99","1","143.98","17.16","17.44","130.85","7.99","moraiscarla09"
"240108CDKDFA3Q","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 12:28","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","9.16","luanachristineferreira"
"240108CDT42B5Q","Concluído","","","BR2418070020532SPXLM1169159","2024-01-08 12:32","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","47.15","4.56","6.04","47.15","9.16","luanachristineferreira"
"240108CEBD4UXW","Concluído","","","BR246838561273WSPXLM1170169","2024-01-08 12:42","#F602","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles - Kit C/3","#F602","","110.99","2","221.98","26.64","23.76","199.65","12.62","6ml9z9tm8p"
"240108CEF8569C","Concluído","","","BR247906452771ZSPXLM1168915","2024-01-08 12:44","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","1","23.99","2.88","4.92","23.32","12.63","greycekelydemeloaraujo"
"240109CFJN447A","Concluído","","","BR242517655502USPXLM1168942","2024-01-08 13:04","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.34","6.84","maximosampaio"
"240109CGEB4W05","Concluído","","","BR242424940378XSPXLM1461580","2024-01-08 13:19","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","2","93.98","11.28","13.52","93.98","9.16","deividhb"
"240109CGU2C7KQ","Concluído","","","BR243302813845WSPXLM1174510","2024-01-08 13:26","#F601","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles - Kit C/2","#F601","","74.99","1","74.99","9.00","9.00","74.99","17.25","danielasouzza"
"240109CHNSRKVT","Concluído","","","BR2448984401346SPXLM1167712","2024-01-08 13:41","#F557","Suplemento Vitaminico Polivitamínico Bariátrico Catarinense C/30 Comprimidos - Kit C/3","#F557","","90.99","1","90.99","10.92","10.28","90.99","9.16","pauline_neia"
"240109CJB8CTRC","Concluído","","","BR2455305642005","2024-01-08 13:53","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","179.94","20.03","28.36","178.94","31.99","babii1991"
"240109CJB8CTRC","Concluído","","","BR2455305642005","2024-01-08 13:53","#F713","Suplemento Vitamínico Mineral Lavitan A-Z Original C/90 Comprimidos - Kit C/2","#F713","","35.99","1","179.94","20.03","28.36","178.94","31.99","babii1991"
"240109CJB8CTRC","Concluído","","","BR2455305642005","2024-01-08 13:53","#F364","Vitaminas Neo Química Mulher Saúde da Pele, Cabelo e Unhas C/60 Comprimidos ","#F364","","14.99","1","179.94","20.03","28.36","178.94","31.99","babii1991"
"240109CJB8CTRC","Concluído","","","BR2455305642005","2024-01-08 13:53","#F278","Suplemento Alimentar Aceviton 1G Sabor Laranja com 30 comprimidos Efervescentes","#F278","","18.99","1","179.94","20.03","28.36","178.94","31.99","babii1991"
"240109CJB8CTRC","Concluído","","","BR2455305642005","2024-01-08 13:53","#F486","Kit C/3 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F486","","35.99","1","179.94","20.03","28.36","178.94","31.99","babii1991"
"240109CJH82YTA","Concluído","","","BR241032097688OSPXLM1168998","2024-01-08 13:57","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","147.62","10.32","ug6nocb29i"
"240109CK28P8PY","Cancelado","Cancelado pelo comprador. Motivo : Achei mais barato em outro lugar","","","2024-01-08 14:06","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","6.84","yasminmorais777"
"240109CKBH6T2T","Concluído","","","BR243943988746Y","2024-01-08 14:11","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","52.57","5.76","6.84","52.57","9.16","l31biogvts"
"240109CKCRCFHA","Concluído","","","BR243021439377K","2024-01-08 14:12","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","47.42","5.64","6.76","47.07","20.43","vanessajaniara"
"240109CKQ9XM4Y","Concluído","","","BR244091563544JSPXLM1167330","2024-01-08 14:18","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","9.16","rilairyrila"
"240109CKV1J3P1","Concluído","","","BR2473497017113SPXLM1168574","2024-01-08 14:21","#F036","Ômega 3 Catarinense 1000mg Com 120 Cápsulas","#F036","","47.99","1","47.99","5.76","6.84","51.44","7.99","tatianelessa985"
"240109CMN6GE14","Concluído","","","BR243079068781NSPXLM1171121","2024-01-08 14:35","#F792","Katigua Vitamina B12 Ultra Suplemento Alimentar C/30 Cápsulas Gelatinosas","#F792","","25.99","1","32.83","3.12","5.08","32.60","6.84","luanadejesus654"
"240109CMS4CKK2","Concluído","","","BR2412548233282","2024-01-08 14:37","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.00","11.47","mika_lorany17"
"240109CMXPNPFE","Concluído","","Pedido cancelado","BR245458483073VSPXLM1169008","2024-01-08 14:40","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","57.30","5.64","6.76","57.30","10.31","denisecury49"
"240109CNH7UK2T","Concluído","","","BR241501451669TSPXLM1171139","2024-01-08 14:50","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","6.84","oliviaalves229"
"240109CNV13DJR","Concluído","","","BR2437957441222SPXLM1168452","2024-01-08 14:56","#F568","Personalidade Baby plus Lenço Umedecido C/100 Unidades - Kit C/10","#F568","","128.99","1","128.99","15.48","13.32","128.99","11.47","vanessapreisler"
"240109CP47BH0C","Concluído","","","BR2409662867695SPXLM1171085","2024-01-08 15:01","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.36","13.24","127.99","11.47","m01x65qv7u"
"240109CPDC5V49","Concluído","","","BR2486679275960","2024-01-08 15:06","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","2","101.04","11.40","13.60","100.04","25.06","nhxtt099zw"
"240109CQG807QK","Concluído","","","BR247994991070VSPXLM1172980","2024-01-08 15:25","#F018","Vitamina C (Liberação Prolongada) - 30 Comprimidos - Equaliv","#F018","","27.99","1","27.99","3.36","5.24","27.99","10.31","sergiosilva124"
"240109CQY7MNFT","Concluído","","","BR244169499387ZSPXLM1168506","2024-01-08 15:34","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","128.99","7.99","henrique.mcse"
"240109CRHN02EH","Concluído","","","BR246518933065USPXLM1170860","2024-01-08 15:44","#F627","Suplemento Vitaminico Cabelos e Unhas Capitrat C/60 Cápsulas - Kley Hertz","#F627","","27.99","1","27.99","3.36","5.24","27.99","9.16","veronicajessicaan"
"240109CRMT4YG3","Concluído","","","BR242687678107LSPXLM1170480","2024-01-08 15:46","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","10.31","staleymartins"
"240109CSDFQWMD","Concluído","","","BR2417699157267SPXLM1174261","2024-01-08 16:00","#F601","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles - Kit C/2","#F601","","74.99","1","74.99","9.00","9.00","74.99","7.99","paullafreitas903"
"240109CSE00AKK","Concluído","","","BR244655440978KSPXLM1175584","2024-01-08 16:00","#F364","Vitaminas Neo Química Mulher Saúde da Pele, Cabelo e Unhas C/60 Comprimidos ","#F364","","14.99","2","29.98","3.60","8.40","29.98","10.32","fabianylira894"
"240109CSJF1AVV","Cancelado","Cancelado pelo comprador. Motivo : Outros","","","2024-01-08 16:03","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","0.00","0.00","0.00","0.00","14.94","vivianemorenodasilva"
"240109CSQRRRRK","Concluído","","","BR243052849856YSPXLM1167838","2024-01-08 16:05","#F779","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml","#F779","","36.99","1","36.99","4.44","5.96","36.99","10.32","laramayane30"
"240109CSTKAW4J","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 16:07","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","0.00","0.00","0.00","0.00","13.79","rosadoarte"
"240109CSV14HWR","Concluído","","","BR248921250309SSPXLM1177616","2024-01-08 16:08","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","60.78","5.64","6.76","60.78","13.79","rosadoarte"
"240109CT6UAM6K","Concluído","","","BR244926642038YSPXLM1171902","2024-01-08 16:14","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","9.16","nicemachado477"
"240109CW27AEQW","Concluído","","","BR246644158824SSPXLM1464937","2024-01-08 17:05","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","2","134.29","14.88","15.92","134.29","10.31","sabrinanardi"
"240109CWDW5E63","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 17:12","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","9.16","marasantosdeoliveira"
"240109CWJHWU7X","Concluído","","Solicitação aprovada","BR243383019392QSPXLM1168471","2024-01-08 17:14","#F463","Repelente de Insetos Loção ZAZ Kids Proteção Máxima C/120g","#F463","","17.99","1","17.99","0.00","0.00","0.00","6.84","tnn0903"
"240109CYWSWBYM","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 17:56","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","17.25","lessandraoliveira975"
"240109D0P9UJ9B","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 18:10","#F493","Kit C/5 Puro Amor Premium Lenço Umedecido QLB C/100un","#F493","","51.99","1","0.00","0.00","0.00","0.00","10.31","eliane_avalone"
"240109D1J3NXDR","Concluído","","","BR242477481350SSPXLM1175975","2024-01-08 18:25","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","132.41","15.48","13.32","132.41","6.84","b_e5ogju8i"
"240109D1XVR8DW","Concluído","","","BR248516201337Z","2024-01-08 18:33","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","7.99","nadynemorcineck"
"240109D2CP9PRP","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 18:40","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","10.31","marcelohrko143"
"240109D2NCSN0B","Concluído","","","BR241476630709VSPXLM1168417","2024-01-08 18:45","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","65.24","5.76","6.84","65.24","17.25","ccde5g9e55"
"240109D2P0TRKV","Concluído","","","BR241170855187USPXLM1462787","2024-01-08 18:46","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","138.15","15.48","13.32","138.15","9.16","jonathansantos638"
"240109D34VNM3Y","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 18:54","#F741","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml","#F741","","44.99","1","0.00","0.00","0.00","0.00","10.31","sylvaluana"
"240109D3HADU9V","Concluído","","","BR2457696508411SPXLM1458843","2024-01-08 19:01","#F789","Colágeno Tipo II Artro Ultra + Nutrientes Catarinense C/30 Cápsulas","#F789","","57.99","1","57.99","6.96","7.64","57.99","17.25","ordnael2021"
"240109D3MDKMQ5","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 19:03","#F780","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml - Kit C/2","#F780","","67.99","1","0.00","0.00","0.00","0.00","10.31","janetelima062"
"240109D3SQBBQD","Concluído","","","BR241963224238TSPXLM1169686","2024-01-08 19:06","#F027","SABONETE EM BARRA ACTINE PARA PELEs ACNEICAs 70G","#F027","","38.99","1","38.99","4.68","6.12","38.99","10.31","cauanidutradossantos"
"240109D3YUS8RD","Concluído","","","BR2479205962110SPXLM1172238","2024-01-08 19:09","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","128.99","9.16","danielecristinedesouzaca"
"240109D4RT037S","Concluído","","","BR245729623921ZSPXLM1170904","2024-01-08 19:23","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","2","123.98","14.88","15.92","110.35","10.31","renatinha578"
"240109D8U4CM9R","Concluído","","","BR246215320694XSPXLM1170078","2024-01-08 20:36","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","112.57","10.31","brendaet"
"240109D9VJD11J","Concluído","","","BR242616371956HSPXLM1465778","2024-01-08 20:54","#F018","Vitamina C (Liberação Prolongada) - 30 Comprimidos - Equaliv","#F018","","27.99","1","27.99","3.36","5.24","27.99","10.31","soniabenito920"
"240109DA6F37Y7","Concluído","","","BR241904634614K","2024-01-08 21:00","#F557","Suplemento Vitaminico Polivitamínico Bariátrico Catarinense C/30 Comprimidos - Kit C/3","#F557","","90.99","1","96.05","10.92","10.28","96.01","25.06","celma_piassali"
"240109DAGS1WN3","Concluído","","","BR246308033820NSPXLM1167118","2024-01-08 21:06","#F011","Suplememto Vitaminico  Lavitan A-z Mulher Com 90 Comprimidos","#F011","","25.99","1","63.98","7.68","11.12","63.16","10.32","lm79evt1ev"
"240109DAGS1WN3","Concluído","","","BR246308033820NSPXLM1167118","2024-01-08 21:06","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","63.98","7.68","11.12","63.16","10.32","lm79evt1ev"
"240109DBBVV28B","Concluído","","","BR249272431686E","2024-01-08 21:21","#F601","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles - Kit C/2","#F601","","74.99","1","77.73","8.88","8.92","76.73","22.74","rita_delmondes_"
"240109DBQY33A1","Concluído","","","BR2492669477502SPXLM1172195","2024-01-08 21:28","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.82","11.47","luizfelipe119"
"240109DC37KPP5","Concluído","","","BR248917834716ISPXLM1169650","2024-01-08 21:34","#F741","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml","#F741","","44.99","1","49.58","5.40","6.60","49.58","9.17","alanalucas612"
"240109DC8R1B2T","Concluído","","","BR2411189297630SPXLM1465779","2024-01-08 21:37","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","13.79","felipeeaju"
"240109DDJWGH9X","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 22:01","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","17.25","ivoneasantos"
"240109DEBEB434","Concluído","","","BR241007026605ISPXLM1170825","2024-01-08 22:14","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","11.48","creuzabatista407"
"240109DF421SRH","Concluído","","","BR2436675044911SPXLM1169755","2024-01-08 22:28","#F513","Kit C/5 Vitamina C Infantil Sabor Laranja Ágil-C Kids C/25 Gomas","#F513","","31.99","1","31.99","3.84","5.56","31.99","9.16","n1_e1gqbwx"
"240109DFBM9K63","Concluído","","","BR249929962143FSPXLM1167778","2024-01-08 22:32","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","9.16","harrygs21"
"240109DFP5YH6A","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 22:38","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","11.47","meyrivone"
"240109DFSGQSW5","Concluído","","","BR241194497939XSPXLM1168116","2024-01-08 22:40","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","11.47","meyrivone"
"240109DFV5NAP2","Concluído","","","BR244691597496MSPXLM1169928","2024-01-08 22:42","#F513","Kit C/5 Vitamina C Infantil Sabor Laranja Ágil-C Kids C/25 Gomas","#F513","","31.99","1","31.99","3.72","5.48","30.58","10.31","ilr4cv23aj"
"240109DGTQ48FD","Concluído","","","BR243316101221JSPXLM1169692","2024-01-08 22:59","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","113.99","9.16","tininha_hsp"
"240109DHN7US3W","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-08 23:14","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","0.00","0.00","0.00","0.00","11.47","lindaurafigueredo"
"240109DJJXRB9Y","Concluído","","","BR2480298866981SPXLM1171165","2024-01-08 23:30","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","86.41","10.32","12.88","76.22","20.43","dcb090684"
"240109DJJXRB9Y","Concluído","","","BR2480298866981SPXLM1171165","2024-01-08 23:30","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","86.41","10.32","12.88","76.22","20.43","dcb090684"
"240109DKKMWFG1","Concluído","","","BR249872377089LSPXLM1170359","2024-01-08 23:48","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","10.32","janainaraujooloveira"
"240109DKNKT11T","Concluído","","","BR245874271986FSPXLM1170606","2024-01-08 23:50","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","72.30","7.44","7.96","71.15","10.31","maxlermen"
"240109DMQMX1EK","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-09 00:09","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","2","0.00","0.00","0.00","0.00","9.16","rosangelamariatavares"
"240109DP63QF9U","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-09 00:35","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","34.99","2","0.00","0.00","0.00","0.00","9.16","rosangelamariatavares"
"240109DQ67SHYB","Concluído","","","BR245639578404RSPXLM1172719","2024-01-09 00:53","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","1","23.99","2.76","4.84","22.94","10.31","luiza23br"
"240109DQYKCHEU","Concluído","","","BR245400951609XSPXLM1173634","2024-01-09 01:07","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","106.99","1","106.99","12.84","11.56","106.99","10.31","derimar23"
"240109DSN182FT","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-09 01:37","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","7.99","marllonveloso"
"240109DXHXBAHX","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-09 03:04","#F530","Kit C/10 Lenços Umedecidos Personalidade Baby Algodão & Água C/50 unidades","#F530","","111.99","1","0.00","0.00","0.00","0.00","6.84","rafaella.llara"
"240109DXQ1EVVG","Concluído","","","BR241980269860ZSPXLM1170291","2024-01-09 03:07","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","37.99","9.16","marceloenick"
"240109E9FNQD9T","Concluído","","","BR2430691455806SPXLM1173380","2024-01-09 06:20","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","1","46.99","5.64","6.76","46.99","7.99","tamyaff"
"240109EA1F2VQ3","Concluído","","","BR244826399491YSPXLM1461085","2024-01-09 06:30","#F742","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml - Kit C/2","#F742","","83.99","1","83.99","10.08","9.72","81.16","9.16","erimonteiro"
"240109EAP060UT","Concluído","","","BR246253511697USPXLM1181445","2024-01-09 06:41","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","128.99","1","128.99","15.48","13.32","110.39","6.84","iara.01"
"240109EERK5UH0","Concluído","","","BR241385296185OSPXLM1171253","2024-01-09 07:54","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.99","1","47.99","5.76","6.84","47.99","6.84","brasilconceito011"
"240109EF6N9YC7","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-09 08:02","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","17.25","cris.perfumes"
"240109EFKUT7WQ","Concluído","","","BR242956288224LSPXLM1173709","2024-01-09 08:10","#F010","Suplemento Vitaminico  Lavitan A-z Mulher Com 60 Comprimidos","#F010","","17.99","1","55.98","6.72","10.48","55.98","9.16","josivmd"
"240109EFKUT7WQ","Concluído","","","BR242956288224LSPXLM1173709","2024-01-09 08:10","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","55.98","6.72","10.48","55.98","9.16","josivmd"
"240109EH2DFDBA","Cancelado","Cancelado pelo comprador. Motivo : É necessário alterar o endereço de entrega","","","2024-01-09 08:36","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","12.63","qxd7mg_65b"
"240109EH590B5W","Concluído","","","BR246132872263N","2024-01-09 08:37","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","4.56","6.04","36.96","12.63","qxd7mg_65b"
"240109EH708HD4","Concluído","","","BR245274345842JSPXLM1178801","2024-01-09 08:38","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","46.99","2","93.98","11.28","13.52","93.64","7.99","josislopes20"
"240109EHSBQC6M","Concluído","","","BR243888105483TSPXLM1471421","2024-01-09 08:49","#F036","Ômega 3 Catarinense 1000mg Com 120 Cápsulas","#F036","","47.99","1","54.83","5.76","6.84","54.73","6.84","thamara1520"
"240109EHYTQM9X","Concluído","","","BR247847755411ISPXLM1175816","2024-01-09 08:52","#F587","Ômega 3 Herbamed 1000mg Vitamina C/Certificado MEG-3 C/60 Cápsulas","#F587","","24.99","1","24.99","3.00","5.00","24.99","13.79","pvb_8xxjy2"
"240109EJ589Y04","Concluído","","","BR241642916524TSPXLM1176338","2024-01-09 08:55","#F742","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml - Kit C/2","#F742","","83.99","1","83.99","10.08","9.72","83.99","9.16","renatajulianamantovani"
